seconds,situations,mirrored,probing
7.81,1080000,23,8148718
7.87,1090000,25,8215644
7.92,1100000,31,8252072
7.98,1110000,33,8321322
8.03,1120000,35,8372305
8.13,1130000,36,8684928
8.19,1140000,36,8729912
8.28,1150000,36,8914104
8.36,1160000,36,9089360
8.41,1170000,36,9110145
8.47,1180000,36,9143995
8.52,1190000,36,9182264
8.57,1200000,36,9200925
8.65,1210000,36,9381920
8.76,1220000,36,9682880
8.90,1230000,36,10100564
9.05,1240000,36,10502156
9.13,1250000,36,10683368
9.18,1260000,38,10703994
9.23,1270000,38,10717934
9.29,1280000,38,10790481
9.34,1290000,39,10823364
9.40,1300000,39,10898444
9.47,1310000,39,11020310
9.53,1320000,39,11050637
9.57,1330000,39,11065682
9.64,1340000,39,11132592
9.69,1350000,39,11177156
9.75,1360000,39,11235989
9.80,1370000,39,11263618
9.85,1380000,39,11303247
10.07,1390000,39,11778394
10.15,1400000,39,11908801
10.21,1410000,39,11962323
10.27,1420000,39,12013052
10.42,1430000,39,12379123
10.61,1440000,39,12789023
10.75,1450000,39,13062112
10.98,1460000,39,13639223
11.05,1470000,39,13766069
11.11,1480000,39,13855525
11.19,1490000,39,14015527
11.43,1500000,39,14602484
11.62,1510000,39,15007561
11.78,1520000,39,15305209
11.86,1530000,39,15399004
11.92,1540000,39,15472041
11.98,1550000,39,15514853
12.04,1560000,39,15567728
12.10,1570000,39,15641541
12.22,1580000,39,15938575
12.34,1590000,39,16217012
12.43,1600000,39,16422834
12.57,1610000,39,16799562
12.68,1620000,39,17031549
12.75,1630000,39,17154442
12.84,1640000,39,17381570
12.94,1650000,40,17583341
13.06,1660000,40,17857749
13.16,1670000,40,18041237
13.22,1680000,40,18133873
13.35,1690000,40,18493179
13.42,1700000,40,18585388
13.63,1710000,40,19100988
13.88,1720000,41,19904239
13.98,1730000,41,20165498
14.14,1740000,41,20658136
14.24,1750000,41,20887379
14.38,1760000,41,21327083
14.48,1770000,41,21605295
14.60,1780000,41,22012460
14.78,1790000,43,22572941
14.89,1800000,44,22925809
15.15,1810000,44,23731487
15.34,1820000,44,24279584
15.61,1830000,44,25083696
15.82,1840000,44,25821929
16.10,1850000,44,26652894
16.15,1860000,44,26686918
16.20,1870000,44,26750111
16.27,1880000,44,26827724
16.33,1890000,44,26886635
16.39,1900000,44,26992282
16.53,1910000,44,27390896
17.10,1920000,44,28980549
17.30,1930000,44,29459677
17.88,1940000,44,30931849
18.44,1950000,44,32310602
19.40,1960000,44,34480098
19.58,1970000,44,34833558
19.64,1980000,44,34923734
20.01,1990000,44,36021368
20.54,2000000,44,37332368
20.60,2010000,44,37380628
20.82,2020000,44,37862243
20.98,2030000,44,38204350
21.54,2040000,44,39529888
21.66,2050000,44,39783444
21.77,2060000,44,39968466
22.00,2070000,44,40487303
22.34,2080000,44,41269337
22.40,2090000,44,41340016
23.04,2100000,44,42643224
24.08,2110000,44,44669505
24.91,2120000,44,46419325
25.03,2130000,44,46592149
25.72,2140000,45,48028483
26.06,2150000,45,48614237
26.37,2160000,45,49183647
26.53,2170000,45,49582800
26.62,2180000,45,49696950
26.68,2190000,45,49811667
26.90,2200000,45,50362769
27.58,2210000,45,51969973
27.64,2220000,45,52088865
27.87,2230000,45,52584615
27.94,2240000,45,52686990
28.21,2250000,45,53107109
28.27,2260000,45,53185325
28.38,2270000,45,53500308
28.59,2280000,45,54145346
28.75,2290000,45,54503110
28.84,2300000,45,54633348
29.08,2310000,45,55051959
29.38,2320000,45,55993450
29.51,2330000,45,56365414
29.83,2340000,45,57200577
30.07,2350000,45,57873903
30.56,2360000,45,58686428
30.95,2370000,45,59391338
31.10,2380000,45,59690978
31.26,2390000,45,60104187
31.66,2400000,45,60812058
31.79,2410000,45,61051665
32.38,2420000,45,62111930
32.67,2430000,45,62793544
32.83,2440000,45,63148516
33.03,2450000,45,63636410
33.25,2460000,45,64174139
34.30,2470000,45,65968017
35.02,2480000,45,67116486
35.32,2490000,45,67735824
35.80,2500000,45,68545845
36.09,2510000,45,69072168
36.28,2520000,45,69540610
36.42,2530000,45,69914773
36.63,2540000,45,70256521
36.79,2550000,45,70656596
36.93,2560000,45,70921452
37.02,2570000,45,71089287
37.10,2580000,45,71258775
38.33,2590000,45,73580913
38.81,2600000,45,74330977
39.08,2610000,45,74813146
39.25,2620000,45,75136072
39.38,2630000,45,75423606
39.56,2640000,45,75830434
40.34,2650000,45,77416148
40.94,2660000,45,78670883
42.11,2670000,45,80855737
42.87,2680000,45,82400170
44.06,2690000,45,84581470
44.94,2700000,45,86229115
45.55,2710000,45,87355062
46.33,2720000,45,88667498
47.07,2730000,45,89972049
48.09,2740000,45,91872181
49.63,2750000,45,94710032
50.35,2760000,45,95989742
51.64,2770000,45,98234042
53.13,2780000,45,101108757
53.38,2790000,45,101524834
56.86,2800000,45,105734618
58.61,2810000,45,107966455
59.11,2820000,45,108886521
59.74,2830000,45,109913000
61.05,2840000,45,111336473
62.22,2850000,45,112484996
62.61,2860000,45,113171411
63.68,2870000,45,114830662
64.29,2880000,45,115600770
65.03,2890000,45,116568955
65.26,2900000,45,117256936
65.63,2910000,45,117914407
67.06,2920000,45,119965708
68.03,2930000,45,121441936
68.51,2940000,45,122360213
68.89,2950000,45,123265632
70.45,2960000,45,125924204
71.06,2970000,45,126929576
71.53,2980000,45,127964565
72.66,2990000,45,129512412
73.57,3000000,45,130698236
74.15,3010000,45,131726027
74.81,3020000,45,132978791
75.65,3030000,45,134568388
76.32,3040000,45,135852748
78.49,3050000,45,138854377
81.66,3060000,45,142608607
83.71,3070000,45,145423585
85.11,3080000,45,147459169
86.25,3090000,45,149313862
86.55,3100000,46,150041854
87.11,3110000,46,151071380
90.30,3120000,46,154406296
91.26,3130000,46,155725026
93.69,3140000,46,158779258
94.67,3150000,46,160011775
95.06,3160000,48,160758119
95.52,3170000,57,161642054
96.14,3180000,57,163181925
101.01,3190000,57,167634034
102.64,3200000,57,169753119
103.96,3210000,57,171594517
104.84,3220000,57,172841810
105.57,3230000,57,174452640
105.91,3240000,57,174980410
106.12,3250000,57,175443604
106.34,3260000,57,176045033
106.60,3270000,57,176525492
106.95,3280000,58,177374703
107.35,3290000,59,178263473
107.68,3300000,59,179113665
109.72,3310000,60,182325485
111.41,3320000,60,184729768
113.28,3330000,60,187201966
114.38,3340000,60,188967925
117.01,3350000,60,192024854
118.67,3360000,60,194410469
120.20,3370000,60,196565938
120.41,3380000,60,197005115
122.35,3390000,60,199388279
122.69,3400000,60,199938654
122.92,3410000,60,200292882
123.68,3420000,60,201529815
125.34,3430000,60,204053144
126.75,3440000,61,206207570
129.26,3450000,61,209535515
132.60,3460000,61,213413879
133.68,3470000,61,215296099
135.35,3480000,61,217838019
137.09,3490000,61,221058186
144.42,3500000,61,227795809
145.58,3510000,61,229473957
145.83,3520000,61,229864310
149.70,3530000,61,233430510
151.46,3540000,61,236003996
153.33,3550000,61,238667471
155.48,3560000,63,241445936
156.63,3570000,64,243224382
157.87,3580000,70,245278497
158.70,3590000,70,246808949
161.03,3600000,70,249850146
164.35,3610000,71,254076589
168.05,3620000,73,258028968
173.11,3630000,73,263085402
175.23,3640000,73,265980622
179.56,3650000,73,269822956
180.47,3660000,73,271107831
181.92,3670000,73,273281340
183.01,3680000,73,274801378
183.94,3690000,73,276171885
184.96,3700000,73,277541225
185.83,3710000,73,279028161
187.52,3720000,73,281302399
187.84,3730000,73,282017572
188.29,3740000,73,282861829
188.73,3750000,73,283558973
189.74,3760000,73,284970238
192.66,3770000,73,287796373
195.93,3780000,73,290829403
197.15,3790000,73,292163606
197.85,3800000,73,293339893
199.55,3810000,73,295110497
200.67,3820000,73,296196180
202.60,3830000,73,298271020
204.87,3840000,73,300371878
205.37,3850000,73,301348445
206.04,3860000,73,302421793
207.44,3870000,73,304162366
213.61,3880000,73,308897527
216.06,3890000,73,311378213
219.49,3900000,73,314805868
221.39,3910000,73,316954260
222.21,3920000,73,318194578
223.35,3930000,73,319700145
226.31,3940000,73,322302007
226.99,3950000,73,323421493
227.39,3960000,73,324148345
227.74,3970000,73,324879913
229.28,3980000,73,326946386
230.52,3990000,73,328280821
231.00,4000000,73,329144956
231.46,4010000,73,330054660
231.89,4020000,73,330793740
232.40,4030000,73,331926632
232.94,4040000,73,333054149
233.30,4050000,73,334169255
234.65,4060000,73,335820870
235.81,4070000,73,337406791
240.44,4080000,73,341230841
242.80,4090000,73,343229047
243.28,4100000,73,344036389
244.15,4110000,73,345387507
244.68,4120000,73,346282483
245.21,4130000,73,347248141
245.79,4140000,73,348436454
246.24,4150000,73,349333921
247.63,4160000,73,351172283
249.42,4170000,73,353358767
249.90,4180000,73,354424467
250.93,4190000,73,355975368
251.73,4200000,73,357559287
252.63,4210000,73,359012100
253.64,4220000,73,360505753
253.96,4230000,73,361225539
255.03,4240000,73,363124168
255.89,4250000,73,364090070
256.72,4260000,73,365388285
258.26,4270000,73,367171687
259.05,4280000,73,368640854
260.70,4290000,73,370474286
262.97,4300000,73,372817142
264.12,4310000,73,374496335
265.02,4320000,73,376030745
269.26,4330000,73,379681556
273.02,4340000,73,382972464
276.52,4350000,73,386008909
277.42,4360000,73,387775452
279.48,4370000,73,389999869
284.22,4380000,73,393547453
293.62,4390000,73,399550241
294.45,4400000,73,401246347
298.29,4410000,73,404332970
305.62,4420000,73,409812740
307.39,4430000,73,411799686
310.62,4440000,73,415125535
311.46,4450000,73,416420061
312.21,4460000,73,417880841
312.84,4470000,73,419125101
313.67,4480000,73,420726502
314.58,4490000,73,422291623
315.28,4500000,73,423569010
315.67,4510000,73,424482672
318.08,4520000,73,426661272
319.63,4530000,73,429553144
321.01,4540000,73,432017243
321.91,4550000,73,433804032
323.72,4560000,73,437176428
324.77,4570000,73,439441675
325.83,4580000,73,441944907
327.90,4590000,73,444651031
329.70,4600000,73,447543379
337.68,4610000,73,454066658
342.93,4620000,73,458999904
344.31,4630000,73,461362090
345.79,4640000,73,464097922
349.38,4650000,73,468838612
350.64,4660000,73,470896343
352.14,4670000,75,472953691
352.70,4680000,75,473635752
353.33,4690000,75,474565545
355.61,4700000,75,477264159
366.50,4710000,75,486017732
370.00,4720000,75,490298081
379.04,4730000,75,496086662
388.03,4740000,75,502506204
396.57,4750000,76,508537392
400.25,4760000,76,512687326
408.35,4770000,76,519467769
416.05,4780000,76,526337252
429.36,4790000,76,534394630
437.51,4800000,76,540950203
445.39,4810000,76,548324841
453.24,4820000,76,553249357
457.13,4830000,76,556187766
459.50,4840000,76,559026330
466.24,4850000,76,563865651
474.48,4860000,76,569010316
479.37,4870000,77,572911654
491.01,4880000,77,580437858
502.54,4890000,79,588712850
516.51,4900000,79,598382103
520.51,4910000,79,602385020
539.55,4920000,79,614677490
554.63,4930000,79,624833772
569.50,4940000,79,634900777
575.72,4950000,79,641421472
578.48,4960000,79,644210553
583.86,4970000,79,649221947
593.61,4980000,79,657723860
594.76,4990000,79,659479751
602.41,5000000,80,665650530
616.89,5010000,80,675813822
622.91,5020000,80,681131148
638.14,5030000,80,691010321
654.97,5040000,80,703211976
663.61,5050000,80,709536071
668.10,5060000,80,712598551
674.11,5070000,80,717004127
679.54,5080000,80,722219816
690.53,5090000,80,730076980
691.55,5100000,80,731683523
693.52,5110000,80,734212882
706.63,5120000,80,744424338
720.16,5130000,80,754584731
733.02,5140000,80,762454455
755.27,5150000,83,775494931
770.35,5160000,83,784863247
784.94,5170000,83,794656828
795.59,5180000,83,801299641
800.18,5190000,83,805364579
806.85,5200000,83,810885530
823.49,5210000,83,820446815
835.55,5220000,83,828620742
852.82,5230000,85,838300418
867.14,5240000,86,846062192
884.66,5250000,86,857619998
893.15,5260000,86,863454583
917.12,5270000,86,875996598
927.01,5280000,86,882577815
944.33,5290000,86,895235436
958.40,5300000,86,904268892
995.53,5310000,86,920292337
1019.52,5320000,86,933403236
1042.94,5330000,86,946020139
1057.37,5340000,87,956236347
1065.18,5350000,87,963216220
1073.62,5360000,88,969065298
1086.25,5370000,88,978246123
1094.39,5380000,88,984653861
1109.90,5390000,88,994722501
1132.94,5400000,88,1006655254
1136.82,5410000,88,1011079183
1148.79,5420000,88,1017368015
1188.67,5430000,88,1036164382
1230.96,5440000,88,1055749212
1254.73,5450000,88,1068072074
1272.28,5460000,88,1076717472
1300.39,5470000,88,1091414184
1301.36,5480000,88,1092638308
1304.48,5490000,88,1095276044
1306.64,5500000,88,1097683175
1311.28,5510000,88,1101584378
1321.49,5520000,88,1107614872
1338.55,5530000,88,1115924643
1347.68,5540000,88,1121937409
1351.13,5550000,88,1125336707
1360.02,5560000,88,1130706958
1362.42,5570000,88,1133090497
1363.52,5580000,88,1134720627
1366.87,5590000,88,1137484898
1368.65,5600000,88,1139524666
1371.85,5610000,88,1143492629
1377.79,5620000,88,1148588088
1385.53,5630000,91,1154966487
1392.15,5640000,91,1160803563
1398.62,5650000,91,1167444475
1401.20,5660000,92,1171282229
1409.82,5670000,92,1179311685
1416.17,5680000,92,1185148165
1421.53,5690000,92,1191097107
1424.88,5700000,92,1194696713
1443.30,5710000,92,1207703511
1457.23,5720000,92,1217522247
1471.57,5730000,92,1228381397
1479.32,5740000,92,1235212033
1508.62,5750000,92,1250737551
1560.42,5760000,92,1275020451
1581.55,5770000,92,1286257646
1610.57,5780000,92,1303791322
1644.65,5790000,92,1322901172
1677.81,5800000,92,1340472589
1697.02,5810000,92,1352666129
1740.78,5820000,92,1371190395
1765.72,5830000,92,1384850035
1777.69,5840000,92,1392622261
1787.76,5850000,92,1398955612
1795.12,5860000,92,1404911893
1805.70,5870000,92,1413100968
1815.43,5880000,92,1420364693
1818.83,5890000,93,1423741070
1825.46,5900000,93,1429257299
1830.84,5910000,93,1433958617
1834.36,5920000,93,1436877201
1842.01,5930000,93,1441925856
1845.36,5940000,93,1445230475
1850.93,5950000,93,1449840280
1857.48,5960000,93,1455602718
1863.90,5970000,94,1460252730
1871.27,5980000,94,1465875991
1883.42,5990000,94,1473238845
1890.57,6000000,94,1478580929
1896.82,6010000,94,1483923263
1903.82,6020000,94,1488853632
1912.47,6030000,94,1494452307
1924.93,6040000,94,1501961951
1937.35,6050000,94,1509179492
1945.37,6060000,94,1515130979
1955.53,6070000,94,1522079031
1961.37,6080000,94,1526284815
1967.82,6090000,94,1532069460
1972.08,6100000,95,1536310766
1977.54,6110000,95,1541070836
1989.90,6120000,95,1547894240
1997.21,6130000,95,1553860663
2004.86,6140000,95,1559860519
2013.09,6150000,95,1566027440
2024.33,6160000,95,1572395079
2032.60,6170000,95,1577883915
2041.12,6180000,95,1583300750
2047.48,6190000,95,1588300269
2053.37,6200000,95,1592866361
2059.22,6210000,95,1597508581
2064.53,6220000,95,1601723594
2072.97,6230000,95,1607367981
2081.89,6240000,95,1613977069
2086.20,6250000,95,1617432775
2091.95,6260000,95,1621605340
2101.51,6270000,95,1628705980
2106.65,6280000,95,1633281650
2115.38,6290000,95,1639091519
2138.02,6300000,95,1647914733
